feature,benchmark,partial_rho,p,n,q
geometry_spectral.avg_alpha,benchmark_mmlu_econometrics_acc,0.26887043750698875,0.07411044167244674,46,0.1337647725001446
geometry_spectral.avg_alpha,benchmark_mmlu_high_school_geography_acc,0.3180500764712592,0.03324289406472358,46,0.0665768645515423
geometry_spectral.avg_alpha,benchmark_mmlu_high_school_government_and_politics_acc,0.2893968894620453,0.05383178182126169,46,0.10012985371842824
geometry_spectral.avg_alpha,benchmark_mmlu_high_school_macroeconomics_acc,0.3143674268666168,0.03545312475696405,46,0.072594493549974
geometry_spectral.avg_alpha,benchmark_mmlu_high_school_microeconomics_acc,0.3171130609026322,0.03379418152158786,46,0.06862096303411314
geometry_spectral.avg_alpha,benchmark_mmlu_high_school_psychology_acc,0.3202841467677806,0.031958384011122165,46,0.0675190136188737
geometry_spectral.avg_alpha,benchmark_mmlu_human_sexuality_acc,0.3464481082436059,0.019734323716481095,46,0.043714517081053575
geometry_spectral.avg_alpha,benchmark_mmlu_professional_psychology_acc,0.3683087491569859,0.012797260687585688,46,0.028996842491799502
geometry_spectral.avg_alpha,benchmark_mmlu_public_relations_acc,0.3543424083450044,0.016932408650991437,46,0.03640467859963159
geometry_spectral.avg_alpha,benchmark_mmlu_security_studies_acc,0.2455380096596249,0.10399956961598966,46,0.18057882515270415
geometry_spectral.avg_alpha,benchmark_mmlu_sociology_acc,0.29317510469320684,0.050639638763873895,46,0.09419230518165857
geometry_spectral.avg_alpha,benchmark_mmlu_us_foreign_policy_acc,0.3438158649049415,0.02075135292899466,46,0.04569047888884065
geometry_spectral.avg_alpha,benchmark_mmlu_stem_acc,0.3371673651600475,0.023518017295615756,46,0.0533902815002954
geometry_spectral.avg_alpha,benchmark_mmlu_abstract_algebra_acc,0.27849906815239056,0.06395473293502585,46,0.12302870993553656
geometry_spectral.avg_alpha,benchmark_mmlu_anatomy_acc,0.3220856351636542,0.030952726965405963,46,0.06464698117631931
geometry_spectral.avg_alpha,benchmark_mmlu_astronomy_acc,0.3584461332666048,0.015614107677073052,46,0.03417339135311497
geometry_spectral.avg_alpha,benchmark_mmlu_college_biology_acc,0.279981219799985,0.062495008170059485,46,0.1192789842619151
geometry_spectral.avg_alpha,benchmark_mmlu_college_chemistry_acc,0.2776087212235603,0.06484458159691497,46,0.12573312771179004
geometry_spectral.avg_alpha,benchmark_mmlu_college_computer_science_acc,0.3499693947135745,0.018439701842329237,46,0.044931406822475574
geometry_spectral.avg_alpha,benchmark_mmlu_college_mathematics_acc,0.2990544956847737,0.04597800811330033,46,0.09208198337211655
geometry_spectral.avg_alpha,benchmark_mmlu_college_physics_acc,0.37619789482519406,0.010867756342951562,46,0.028372606738205686
geometry_spectral.avg_alpha,benchmark_mmlu_computer_security_acc,0.37795693217081283,0.010473313467318057,46,0.02385044281809813
geometry_spectral.avg_alpha,benchmark_mmlu_conceptual_physics_acc,0.3348179395214253,0.0245667314258593,46,0.054091206844286595
geometry_spectral.avg_alpha,benchmark_mmlu_electrical_engineering_acc,0.37670820096480817,0.010752036429928502,46,0.026643181797551645
geometry_spectral.avg_alpha,benchmark_mmlu_elementary_mathematics_acc,0.3251824796280703,0.029285228754973636,46,0.06815337536442562
geometry_spectral.avg_alpha,benchmark_mmlu_high_school_biology_acc,0.32640721792771676,0.02864667209443983,46,0.06585131226740729
geometry_spectral.avg_alpha,benchmark_mmlu_high_school_chemistry_acc,0.32797308483486054,0.02784714270084776,46,0.06172377687923788
geometry_spectral.avg_alpha,benchmark_mmlu_high_school_computer_science_acc,0.2754595553191464,0.06703316211947707,46,0.12301685215487423
geometry_spectral.avg_alpha,benchmark_mmlu_high_school_mathematics_acc,0.3873172310894449,0.008574547184807102,46,0.022070401380612645
geometry_spectral.avg_alpha,benchmark_mmlu_high_school_physics_acc,0.2996528234515679,0.045523828863251126,46,0.09787623205598991
geometry_spectral.avg_alpha,benchmark_mmlu_high_school_statistics_acc,0.2511837099724262,0.09603665320402266,46,0.2034863579482335
geometry_spectral.avg_alpha,benchmark_mmlu_machine_learning_acc,0.3126848800696706,0.03650244981332129,46,0.07474311152251503
geometry_spectral.avg_alpha,benchmark_boolq_acc,,,10,
geometry_spectral.avg_alpha,benchmark_copa_acc,,,10,
geometry_spectral.avg_alpha,benchmark_openbookqa_acc,,,10,
geometry_spectral.avg_alpha,benchmark_sciq_acc,,,10,
geometry_spectral.avg_alpha,benchmark_commonsense_qa_acc,,,10,
geometry_spectral.avg_alpha,benchmark_triviaqa_exact_match,,,10,
geometry_spectral.avg_alpha,benchmark_nq_open_exact_match,,,10,
geometry_spectral.avg_alpha,benchmark_gsm8k_exact_match,,,8,
geometry_spectral.avg_alpha,benchmark_drop_em,,,7,
geometry_spectral.avg_alpha,benchmark_truthfulqa_mc2_acc,,,10,
geometry_spectral.avg_alpha,benchmark_lambada_openai_acc,,,10,
geometry_spectral.avg_alpha,composite_benchmark,0.3408073811971508,0.02196735997009447,46,0.04473019537086088
geometry_spectral.avg_stable_rank,benchmark_arc_challenge_acc,0.7423075693094342,5.3384594522754014e-09,46,6.50402309935553e-08
geometry_spectral.avg_stable_rank,benchmark_arc_easy_acc,0.7294440906819161,1.3185029290596617e-08,46,1.6336027815976487e-07
geometry_spectral.avg_stable_rank,benchmark_hellaswag_acc,0.8431632093365482,3.6703973194107675e-13,46,7.060685369708608e-12
geometry_spectral.avg_stable_rank,benchmark_piqa_acc,0.8165190946365438,8.069989121395338e-12,46,1.4388200116439006e-10
geometry_spectral.avg_stable_rank,benchmark_winogrande_acc,0.7984952866367576,4.986100421433548e-11,46,1.0413826880194068e-09
geometry_spectral.avg_stable_rank,benchmark_mmlu_acc,0.6775290477019297,3.191309725369962e-07,46,2.2007994426843794e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_humanities_acc,0.758366358161397,1.5983310230893721e-09,46,1.5788918619977448e-08
geometry_spectral.avg_stable_rank,benchmark_mmlu_formal_logic_acc,0.6977313518424245,9.999252026382521e-08,46,8.335658854577684e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_european_history_acc,0.7200476890403456,2.4727879965880106e-08,46,3.925350992477767e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_us_history_acc,0.7147924823697928,3.476957322057217e-08,46,3.9713371912872275e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_world_history_acc,0.6482911070230974,1.4710440012777326e-06,46,1.156272220359164e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_international_law_acc,0.627474257076046,3.969088251842834e-06,46,2.6376395564519196e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_jurisprudence_acc,0.6766483911693528,3.3500162732735816e-07,46,2.4008449958460667e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_logical_fallacies_acc,0.6875526110759768,1.8151735092786225e-07,46,1.2882445002744398e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_moral_disputes_acc,0.7031737074736758,7.196202322923284e-08,46,6.337860118140868e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_moral_scenarios_acc,0.6580217867632312,9.010206689641365e-07,46,6.213642537856451e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_philosophy_acc,0.7216050960378977,2.2319416981275708e-08,46,2.0142584954706843e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_prehistory_acc,0.7256709076757721,1.7024928355979796e-08,46,1.4471189102582827e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_professional_law_acc,0.7223084286116831,2.1305269992666354e-08,46,1.7499047600718095e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_world_religions_acc,0.7284975073607658,1.4063741060610369e-08,46,1.191012770221027e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_other_acc,0.7272661810258182,1.5288899923859844e-08,46,1.3148453934519466e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_business_ethics_acc,0.6942463899172794,1.22973895733125e-07,46,1.0332634227691307e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_clinical_knowledge_acc,0.6945961196161444,1.2046286990141652e-07,46,8.997358436439266e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_college_medicine_acc,0.6401692296228855,2.185926011311068e-06,46,1.3657366788618724e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_global_facts_acc,0.6208691941213945,5.357540245443104e-06,46,3.263634932849091e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_human_aging_acc,0.7328173353865403,1.0453864440762572e-08,46,1.2527499846225312e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_management_acc,0.5942166773011646,1.6811421269968818e-05,46,9.171006677871049e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_marketing_acc,0.6967474316691964,1.0603799283082083e-07,46,9.923222864288496e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_medical_genetics_acc,0.6484260454002732,1.4612514476208815e-06,46,1.161059574142244e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_miscellaneous_acc,0.7521223329480946,2.5822681770648614e-09,46,3.1993865041261246e-08
geometry_spectral.avg_stable_rank,benchmark_mmlu_nutrition_acc,0.7004285939164352,8.502730119985813e-08,46,6.755973606206119e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_professional_accounting_acc,0.665737600815551,6.031064749834059e-07,46,4.1987698401225684e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_professional_medicine_acc,0.6240510295051485,4.640698485713912e-06,46,2.8035955314519584e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_virology_acc,0.7549706774162687,2.0784043375243755e-09,46,3.038627141460637e-08
geometry_spectral.avg_stable_rank,benchmark_mmlu_social_sciences_acc,0.6281624270004453,3.845420090575757e-06,46,2.285367549764942e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_econometrics_acc,0.6410472170042202,2.0954756956292897e-06,46,1.2872207844579922e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_geography_acc,0.6154255165404061,6.825108738839347e-06,46,3.809438526440822e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_government_and_politics_acc,0.6248564415484612,4.47386323698673e-06,46,2.6374145372881452e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_macroeconomics_acc,0.6353999746141196,2.743647885994349e-06,46,1.617424681178927e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_microeconomics_acc,0.6458491165122993,1.6591100695517724e-06,46,1.0732827087100404e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_psychology_acc,0.6091388907718347,8.976556891804321e-06,46,4.860639324377007e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_human_sexuality_acc,0.6874466519164835,1.8262453571615822e-07,46,1.3906097459219964e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_professional_psychology_acc,0.7204266234950749,2.4120473840483214e-08,46,2.5929509378519455e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_public_relations_acc,0.6624911871107203,7.150885437123833e-07,46,4.978378337654783e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_security_studies_acc,0.567787949894608,4.745134011319152e-05,46,0.00024256594141778323
geometry_spectral.avg_stable_rank,benchmark_mmlu_sociology_acc,0.650979470445717,1.286961518243146e-06,46,9.045854517651343e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_us_foreign_policy_acc,0.6305700117434861,3.440226877815533e-06,46,2.1494067074215e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_stem_acc,0.6500139802517797,1.3504626985572088e-06,46,8.736179049958581e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_abstract_algebra_acc,0.6853567679265868,2.0578995796327604e-07,46,1.6003453113952636e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_anatomy_acc,0.6337629297880456,2.9636039635683176e-06,46,1.8053287478070335e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_astronomy_acc,0.7097365545745604,4.79225477079126e-08,46,3.892375819387123e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_college_biology_acc,0.6294615792723062,3.621604413472923e-06,46,2.1365122357605123e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_college_chemistry_acc,0.581220560145106,2.8320219532806945e-05,46,0.00015111007648526916
geometry_spectral.avg_stable_rank,benchmark_mmlu_college_computer_science_acc,0.6742765340215646,3.814717848271698e-07,46,3.1688167580529676e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_college_mathematics_acc,0.6821815502433861,2.4627259431753146e-07,46,2.1179443111307704e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_college_physics_acc,0.6567132345439333,9.634050248674697e-07,46,8.773210847315929e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_computer_security_acc,0.7063206876736416,5.929723800868203e-08,46,4.982331147626042e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_conceptual_physics_acc,0.6570615360261279,9.46419937752907e-07,46,6.1224157035165935e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_electrical_engineering_acc,0.6716889245091715,4.389636409918296e-07,46,3.2088242156502743e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_elementary_mathematics_acc,0.6432854467537142,1.8803278321044559e-06,46,1.2495633138803248e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_biology_acc,0.5735044339391513,3.819924933901042e-05,46,0.00018995681133888857
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_chemistry_acc,0.6067588640864856,9.942570780241411e-06,46,5.768269238378152e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_computer_science_acc,0.6554256256735109,1.0286814031701397e-06,46,6.654567307233381e-06
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_mathematics_acc,0.7026696165596953,7.421117187433879e-08,46,6.952597587355422e-07
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_physics_acc,0.6466782512338287,1.592893187352118e-06,46,1.1304902135479594e-05
geometry_spectral.avg_stable_rank,benchmark_mmlu_high_school_statistics_acc,0.5655648246985739,5.157171367420332e-05,46,0.00032871416083424737
geometry_spectral.avg_stable_rank,benchmark_mmlu_machine_learning_acc,0.6848418457824813,2.1190339460908092e-07,46,1.4981392073970962e-06
geometry_spectral.avg_stable_rank,benchmark_boolq_acc,,,10,
geometry_spectral.avg_stable_rank,benchmark_copa_acc,,,10,
geometry_spectral.avg_stable_rank,benchmark_openbookqa_acc,,,10,
geometry_spectral.avg_stable_rank,benchmark_sciq_acc,,,10,
geometry_spectral.avg_stable_rank,benchmark_commonsense_qa_acc,,,10,
geometry_spectral.avg_stable_rank,benchmark_triviaqa_exact_match,,,10,
geometry_spectral.avg_stable_rank,benchmark_nq_open_exact_match,,,10,
geometry_spectral.avg_stable_rank,benchmark_gsm8k_exact_match,,,8,
geometry_spectral.avg_stable_rank,benchmark_drop_em,,,7,
geometry_spectral.avg_stable_rank,benchmark_truthfulqa_mc2_acc,,,10,
geometry_spectral.avg_stable_rank,benchmark_lambada_openai_acc,,,10,
geometry_spectral.avg_stable_rank,composite_benchmark,0.7217844639344432,2.2056580784024504e-08,46,1.811613545294597e-07
geometry_spectral.min_alpha,benchmark_arc_challenge_acc,-0.40464542934251635,0.005832237754240577,46,0.014281897849474815
geometry_spectral.min_alpha,benchmark_arc_easy_acc,-0.3774081014908944,0.010595042149018852,46,0.024127650501348227
geometry_spectral.min_alpha,benchmark_hellaswag_acc,-0.44019023679523184,0.0024785727560405757,46,0.006357321700581266
geometry_spectral.min_alpha,benchmark_piqa_acc,-0.423165702156128,0.0037767485955977342,46,0.00965315812371309
geometry_spectral.min_alpha,benchmark_winogrande_acc,-0.4330861286168461,0.0029625237876980126,46,0.007576030327365378
geometry_spectral.min_alpha,benchmark_mmlu_acc,-0.43834268055665215,0.002597197966946574,46,0.007504156971691484
geometry_spectral.min_alpha,benchmark_mmlu_humanities_acc,-0.4102806736080441,0.005122858714790013,46,0.012868761926156356
geometry_spectral.min_alpha,benchmark_mmlu_formal_logic_acc,-0.4009460985783513,0.006343045288830229,46,0.018130409591317728
geometry_spectral.min_alpha,benchmark_mmlu_high_school_european_history_acc,-0.34517266448439315,0.020221752217953082,46,0.04187563986210681
geometry_spectral.min_alpha,benchmark_mmlu_high_school_us_history_acc,-0.41338372170933607,0.004765317004069347,46,0.012901654555461826
geometry_spectral.min_alpha,benchmark_mmlu_high_school_world_history_acc,-0.4764962541977807,0.0009365748135246044,46,0.0031856828512741853
geometry_spectral.min_alpha,benchmark_mmlu_international_law_acc,-0.5656593333089913,5.139010352261941e-05,46,0.0002521219172821127
geometry_spectral.min_alpha,benchmark_mmlu_jurisprudence_acc,-0.4548801839499151,0.0016932215044926924,46,0.005289508204205804
geometry_spectral.min_alpha,benchmark_mmlu_logical_fallacies_acc,-0.4233332557418522,0.00376151443389916,46,0.010548668829080857
geometry_spectral.min_alpha,benchmark_mmlu_moral_disputes_acc,-0.4747603158870555,0.0009836017383051399,46,0.0034076439369718353
geometry_spectral.min_alpha,benchmark_mmlu_moral_scenarios_acc,-0.4756205349728821,0.0009600410708172635,46,0.0034067476833369885
geometry_spectral.min_alpha,benchmark_mmlu_philosophy_acc,-0.4330304558001023,0.002966623365939336,46,0.008236147046212328
geometry_spectral.min_alpha,benchmark_mmlu_prehistory_acc,-0.4641078438925075,0.0013212116972947108,46,0.0041809772758546904
geometry_spectral.min_alpha,benchmark_mmlu_professional_law_acc,-0.43364409794942216,0.002921711116267156,46,0.00817116601886699
geometry_spectral.min_alpha,benchmark_mmlu_world_religions_acc,-0.479478899376596,0.0008604458990288943,46,0.0026765359667664758
geometry_spectral.min_alpha,benchmark_mmlu_other_acc,-0.4420724253242116,0.0023626647905643505,46,0.006880908214751156
geometry_spectral.min_alpha,benchmark_mmlu_business_ethics_acc,-0.39763812873446763,0.006832252822223772,46,0.017524129168580975
geometry_spectral.min_alpha,benchmark_mmlu_clinical_knowledge_acc,-0.45301151130167006,0.001778981238809596,46,0.005395997035559397
geometry_spectral.min_alpha,benchmark_mmlu_college_medicine_acc,-0.4323577859176525,0.00301655266532741,46,0.009105700183562574
geometry_spectral.min_alpha,benchmark_mmlu_global_facts_acc,-0.28058761672502286,0.061905502193069006,46,0.13003713248026852
geometry_spectral.min_alpha,benchmark_mmlu_human_aging_acc,-0.45297107742946924,0.001780878680898823,46,0.00535729348039934
geometry_spectral.min_alpha,benchmark_mmlu_management_acc,-0.47935181284129513,0.0008635731987238771,46,0.0030644272245978358
geometry_spectral.min_alpha,benchmark_mmlu_marketing_acc,-0.412109762418309,0.004909380891848336,46,0.013050027025240486
geometry_spectral.min_alpha,benchmark_mmlu_medical_genetics_acc,-0.5289913506546533,0.0001870452166095049,46,0.0007390813694137734
geometry_spectral.min_alpha,benchmark_mmlu_miscellaneous_acc,-0.4597988701640336,0.0014847564936688595,46,0.004484946268065853
geometry_spectral.min_alpha,benchmark_mmlu_nutrition_acc,-0.5081079919487022,0.00036628231678070833,46,0.0012811118352473577
geometry_spectral.min_alpha,benchmark_mmlu_professional_accounting_acc,-0.4112155067782315,0.0050127621706397285,46,0.014657316586950566
geometry_spectral.min_alpha,benchmark_mmlu_professional_medicine_acc,-0.45579166074238353,0.001652737081205169,46,0.005541976175967791
geometry_spectral.min_alpha,benchmark_mmlu_virology_acc,-0.44601171805948125,0.00213544969326529,46,0.0056971303860471785
geometry_spectral.min_alpha,benchmark_mmlu_social_sciences_acc,-0.5085408425383213,0.0003613727329572214,46,0.0014051248286794087
geometry_spectral.min_alpha,benchmark_mmlu_econometrics_acc,-0.3992934634832443,0.00658351011701952,46,0.017758471939266673
geometry_spectral.min_alpha,benchmark_mmlu_high_school_geography_acc,-0.48471481972390107,0.0007400825887329265,46,0.002613528368907098
geometry_spectral.min_alpha,benchmark_mmlu_high_school_government_and_politics_acc,-0.5332416037518174,0.00016225203134023758,46,0.0006738990619870095
geometry_spectral.min_alpha,benchmark_mmlu_high_school_macroeconomics_acc,-0.4575935932859678,0.0015752206995045537,46,0.005072627010298805
geometry_spectral.min_alpha,benchmark_mmlu_high_school_microeconomics_acc,-0.4683116704085808,0.0011773062957625147,46,0.003908891543464939
geometry_spectral.min_alpha,benchmark_mmlu_high_school_psychology_acc,-0.49229454361309516,0.0005924900956510992,46,0.0021335480784283427
geometry_spectral.min_alpha,benchmark_mmlu_human_sexuality_acc,-0.5237055565477389,0.00022264676135286265,46,0.0008859377108845007
geometry_spectral.min_alpha,benchmark_mmlu_professional_psychology_acc,-0.46517428135485733,0.0012832968934031186,46,0.004214183040953977
geometry_spectral.min_alpha,benchmark_mmlu_public_relations_acc,-0.543253008741425,0.00011519406320359415,46,0.00046523127183330015
geometry_spectral.min_alpha,benchmark_mmlu_security_studies_acc,-0.5350537118895287,0.00015261928910037525,46,0.0007106031868304096
geometry_spectral.min_alpha,benchmark_mmlu_sociology_acc,-0.5436947836779314,0.00011343761919424544,46,0.0004965443091676252
geometry_spectral.min_alpha,benchmark_mmlu_us_foreign_policy_acc,-0.5714051198960214,4.1385640668911705e-05,46,0.00019269365177690737
geometry_spectral.min_alpha,benchmark_mmlu_stem_acc,-0.4128623778380253,0.004823820215800412,46,0.013937599121541902
geometry_spectral.min_alpha,benchmark_mmlu_abstract_algebra_acc,-0.24650237830424135,0.10260470505217945,46,0.1811691772781236
geometry_spectral.min_alpha,benchmark_mmlu_anatomy_acc,-0.4601667809228458,0.0014701220140131976,46,0.004952346508035242
geometry_spectral.min_alpha,benchmark_mmlu_astronomy_acc,-0.45247619698515196,0.0018042477083715092,46,0.005390674798900844
geometry_spectral.min_alpha,benchmark_mmlu_college_biology_acc,-0.45867681622458256,0.0015301912428808961,46,0.005178563882157107
geometry_spectral.min_alpha,benchmark_mmlu_college_chemistry_acc,-0.46950897181204154,0.001138961086548651,46,0.004002791126283961
geometry_spectral.min_alpha,benchmark_mmlu_college_computer_science_acc,-0.3442589712209339,0.02057712734530659,46,0.04829912578258947
geometry_spectral.min_alpha,benchmark_mmlu_college_mathematics_acc,-0.3617827990584197,0.014607403595216395,46,0.03773149126538228
geometry_spectral.min_alpha,benchmark_mmlu_college_physics_acc,-0.39043692732648233,0.008011485050817946,46,0.02177098725705546
geometry_spectral.min_alpha,benchmark_mmlu_computer_security_acc,-0.45819396863905637,0.0015501199805709742,46,0.004721407107489093
geometry_spectral.min_alpha,benchmark_mmlu_conceptual_physics_acc,-0.352984167098656,0.017388979173506236,46,0.03980779083598132
geometry_spectral.min_alpha,benchmark_mmlu_electrical_engineering_acc,-0.43794003214467614,0.0026237051713704496,46,0.008126815594372028
geometry_spectral.min_alpha,benchmark_mmlu_elementary_mathematics_acc,-0.3505322952513994,0.018239546992073752,46,0.045818243474934406
geometry_spectral.min_alpha,benchmark_mmlu_high_school_biology_acc,-0.46596613331096737,0.0012557740199290457,46,0.004330050983811945
geometry_spectral.min_alpha,benchmark_mmlu_high_school_chemistry_acc,-0.37179684479655545,0.011910835614040272,46,0.030766151356407912
geometry_spectral.min_alpha,benchmark_mmlu_high_school_computer_science_acc,-0.38347703426921614,0.009314219492132736,46,0.024230229354978754
geometry_spectral.min_alpha,benchmark_mmlu_high_school_mathematics_acc,-0.3726342164039523,0.011706028342829189,46,0.02787331178699719
geometry_spectral.min_alpha,benchmark_mmlu_high_school_physics_acc,-0.33431417402832,0.024796611752873954,46,0.05828399739984199
